complaint_id,concept,annotator_1,annotator_2,adjudicated,reason
23802705,arrest_threat,NO,NO,NO,agreement
23802705,sued_no_notice,NO,NO,NO,agreement
23806029,identity_theft,NO,NO,NO,agreement
23806029,insufficient_validation,YES,YES,YES,agreement
23806029,wrong_amount,NO,NO,NO,agreement
23806029,credit_damage_threat,NO,NO,NO,agreement
23806029,arrest_threat,NO,NO,NO,agreement
23806029,sued_no_notice,NO,NO,NO,agreement
23808686,identity_theft,NO,NO,NO,agreement
23808686,insufficient_validation,YES,YES,YES,agreement
23808686,wrong_amount,NO,NO,NO,agreement
23808686,credit_damage_threat,NO,NO,NO,agreement
23808686,arrest_threat,NO,NO,NO,agreement
23808686,sued_no_notice,NO,NO,NO,agreement
23809022,identity_theft,NO,NO,NO,agreement
23809022,insufficient_validation,NO,NO,NO,agreement
23809022,wrong_amount,NO,NO,NO,agreement
23809022,credit_damage_threat,NO,NO,NO,agreement
23809022,arrest_threat,NO,NO,NO,agreement
23809022,sued_no_notice,NO,NO,NO,agreement
23809938,identity_theft,NO,NO,NO,agreement
23809938,insufficient_validation,YES,YES,YES,agreement
23809938,wrong_amount,NO,NO,NO,agreement
23809938,credit_damage_threat,NO,NO,NO,agreement
23809938,arrest_threat,NO,NO,NO,agreement
23809938,sued_no_notice,NO,NO,NO,agreement
23810354,identity_theft,YES,YES,YES,agreement
23810354,insufficient_validation,YES,YES,YES,agreement
23810354,wrong_amount,NO,NO,NO,agreement
23810354,credit_damage_threat,NO,NO,NO,agreement
23810354,arrest_threat,NO,NO,NO,agreement
23810354,sued_no_notice,NO,NO,NO,agreement
23811581,identity_theft,NO,NO,NO,agreement
23811581,insufficient_validation,NO,NO,NO,agreement
23811581,wrong_amount,NO,NO,NO,agreement
23811581,credit_damage_threat,NO,NO,NO,agreement
23811581,arrest_threat,NO,NO,NO,agreement
23811581,sued_no_notice,NO,NO,NO,agreement
23812904,identity_theft,NO,NO,NO,agreement
23812904,insufficient_validation,NO,NO,NO,agreement
23812904,wrong_amount,NO,NO,NO,agreement
23812904,credit_damage_threat,NO,NO,NO,agreement
23812904,arrest_threat,NO,NO,NO,agreement
23812904,sued_no_notice,NO,NO,NO,agreement
23813041,identity_theft,NO,NO,NO,agreement
23813041,insufficient_validation,NO,YES,YES,"Letter is a formal request for full debt validation (signed agreement, itemized breakdown, proof of authority, creditor identity) that remains outstanding."
23813041,wrong_amount,NO,NO,NO,agreement
23813041,credit_damage_threat,NO,NO,NO,agreement
23813041,arrest_threat,NO,NO,NO,agreement
23813041,sued_no_notice,NO,NO,NO,agreement
23818430,identity_theft,NO,NO,NO,agreement
23818430,insufficient_validation,YES,YES,YES,agreement
23818430,wrong_amount,NO,NO,NO,agreement
23818430,credit_damage_threat,NO,NO,NO,agreement
23818430,arrest_threat,NO,NO,NO,agreement
23818430,sued_no_notice,NO,NO,NO,agreement
23818433,identity_theft,NO,NO,NO,agreement
23818433,insufficient_validation,YES,YES,YES,agreement
23818433,wrong_amount,NO,NO,NO,agreement
23818433,credit_damage_threat,NO,NO,NO,agreement
23818433,arrest_threat,NO,NO,NO,agreement
23818433,sued_no_notice,NO,NO,NO,agreement
23836672,identity_theft,NO,NO,NO,agreement
23836672,insufficient_validation,NO,YES,YES,"Person does not recognize the debt and requests validation, stating collection should cease until the information is provided, which means it has not been received."
23836672,wrong_amount,NO,NO,NO,agreement
23836672,credit_damage_threat,NO,NO,NO,agreement
23836672,arrest_threat,NO,NO,NO,agreement
23836672,sued_no_notice,NO,NO,NO,agreement
23836960,identity_theft,NO,NO,NO,agreement
23836960,insufficient_validation,NO,NO,NO,agreement
23836960,wrong_amount,NO,NO,NO,agreement
23836960,credit_damage_threat,NO,NO,NO,agreement
23836960,arrest_threat,NO,NO,NO,agreement
23836960,sued_no_notice,NO,NO,NO,agreement
23837766,identity_theft,NO,NO,NO,agreement
23837766,insufficient_validation,NO,NO,NO,agreement
23837766,wrong_amount,NO,NO,NO,agreement
23837766,credit_damage_threat,NO,NO,NO,agreement
23837766,arrest_threat,NO,NO,NO,agreement
23837766,sued_no_notice,NO,NO,NO,agreement
23841412,identity_theft,YES,YES,YES,agreement
23841412,insufficient_validation,NO,NO,NO,agreement
23841412,wrong_amount,NO,NO,NO,agreement
23841412,credit_damage_threat,NO,NO,NO,agreement
23841412,arrest_threat,NO,NO,NO,agreement
23841412,sued_no_notice,NO,NO,NO,agreement
23842277,identity_theft,NO,NO,NO,agreement
23842277,insufficient_validation,YES,YES,YES,agreement
23842277,wrong_amount,NO,NO,NO,agreement
23842277,credit_damage_threat,NO,NO,NO,agreement
23842277,arrest_threat,NO,NO,NO,agreement
23842277,sued_no_notice,NO,NO,NO,agreement
23843558,identity_theft,NO,NO,NO,agreement
23843558,insufficient_validation,NO,YES,YES,"Complaint is a combined dispute and validation request listing ten items of documentation needed to validate the debt, none of which have been received."
23843558,wrong_amount,NO,NO,NO,agreement
23843558,credit_damage_threat,NO,NO,NO,agreement
23843558,arrest_threat,NO,NO,NO,agreement
23843558,sued_no_notice,NO,NO,NO,agreement
23843672,identity_theft,NO,NO,NO,agreement
23843672,insufficient_validation,NO,YES,YES,"Person requests verification of the alleged debt and supporting documentation as part of a full investigation, and no such information has been provided."
23843672,wrong_amount,NO,NO,NO,agreement
23843672,credit_damage_threat,NO,NO,NO,agreement
23843672,arrest_threat,NO,NO,NO,agreement
23843672,sued_no_notice,NO,NO,NO,agreement
23843927,identity_theft,NO,NO,NO,agreement
23843927,insufficient_validation,NO,NO,NO,agreement
23843927,wrong_amount,YES,YES,YES,agreement
23843927,credit_damage_threat,NO,NO,NO,agreement
23843927,arrest_threat,NO,NO,NO,agreement
23843927,sued_no_notice,NO,NO,NO,agreement
23851209,identity_theft,NO,NO,NO,agreement
23851209,insufficient_validation,YES,YES,YES,agreement
23851209,wrong_amount,NO,NO,NO,agreement
23851209,credit_damage_threat,NO,NO,NO,agreement
23851209,arrest_threat,NO,NO,NO,agreement
23851209,sued_no_notice,NO,NO,NO,agreement
23878954,identity_theft,NO,NO,NO,agreement
23878954,insufficient_validation,NO,NO,NO,agreement
23878954,wrong_amount,NO,NO,NO,agreement
23878954,credit_damage_threat,NO,NO,NO,agreement
23878954,arrest_threat,NO,NO,NO,agreement
23878954,sued_no_notice,NO,NO,NO,agreement
23880267,identity_theft,NO,NO,NO,agreement
23880267,insufficient_validation,YES,YES,YES,agreement
23880267,wrong_amount,YES,YES,YES,agreement
23880267,credit_damage_threat,NO,NO,NO,agreement
23880267,arrest_threat,NO,NO,NO,agreement
23880267,sued_no_notice,NO,NO,NO,agreement
23885354,identity_theft,NO,NO,NO,agreement
23885354,insufficient_validation,YES,YES,YES,agreement
23885354,wrong_amount,NO,NO,NO,agreement
23885354,credit_damage_threat,NO,NO,NO,agreement
23885354,arrest_threat,NO,NO,NO,agreement
23885354,sued_no_notice,NO,NO,NO,agreement
23885496,identity_theft,NO,NO,NO,agreement
23885496,insufficient_validation,NO,YES,YES,Letter is explicitly a request for validation and documentation of the alleged debt listing items the collector has not produced.
23885496,wrong_amount,NO,NO,NO,agreement
23885496,credit_damage_threat,NO,NO,NO,agreement
23885496,arrest_threat,NO,NO,NO,agreement
23885496,sued_no_notice,NO,NO,NO,agreement
23888241,identity_theft,NO,NO,NO,agreement
23888241,insufficient_validation,YES,YES,YES,agreement
23888241,wrong_amount,YES,YES,YES,agreement
23888241,credit_damage_threat,NO,NO,NO,agreement
23888241,arrest_threat,NO,NO,NO,agreement
23888241,sued_no_notice,NO,NO,NO,agreement
23888302,identity_theft,NO,NO,NO,agreement
23888302,insufficient_validation,NO,YES,NO,Narrative concerns a paid account still furnished with a $150 balance and disputes inaccurate reporting; the person holds proof of payment and makes no unanswered request for debt information or validation.
23888302,wrong_amount,YES,YES,YES,agreement
23888302,credit_damage_threat,NO,NO,NO,agreement
23888302,arrest_threat,NO,NO,NO,agreement
23888302,sued_no_notice,NO,NO,NO,agreement
23895552,identity_theft,NO,NO,NO,agreement
23895552,insufficient_validation,NO,NO,NO,agreement
23895552,wrong_amount,NO,NO,NO,agreement
23895552,credit_damage_threat,NO,NO,NO,agreement
23895552,arrest_threat,NO,NO,NO,agreement
23895552,sued_no_notice,NO,NO,NO,agreement
23895642,identity_theft,NO,NO,NO,agreement
23895642,insufficient_validation,NO,NO,NO,agreement
23895642,wrong_amount,YES,YES,YES,agreement
23895642,credit_damage_threat,NO,NO,NO,agreement
23895642,arrest_threat,NO,NO,NO,agreement
23895642,sued_no_notice,NO,NO,NO,agreement
23897657,identity_theft,YES,YES,YES,agreement
23897657,insufficient_validation,NO,NO,NO,agreement
23897657,wrong_amount,NO,NO,NO,agreement
23897657,credit_damage_threat,NO,NO,NO,agreement
23897657,arrest_threat,NO,NO,NO,agreement
23897657,sued_no_notice,NO,NO,NO,agreement
23899536,identity_theft,YES,YES,YES,agreement
23899536,insufficient_validation,YES,YES,YES,agreement
23899536,wrong_amount,YES,NO,YES,"Person disputes the $6900 and $450 transactions included in the claimed balance and demands proof anything was ordered or received, i.e., charges claimed to be never ordered."
23899536,credit_damage_threat,NO,NO,NO,agreement
23899536,arrest_threat,NO,NO,NO,agreement
23899536,sued_no_notice,NO,NO,NO,agreement
23902251,identity_theft,NO,NO,NO,agreement
23902251,insufficient_validation,YES,YES,YES,agreement
23902251,wrong_amount,NO,NO,NO,agreement
23902251,credit_damage_threat,NO,NO,NO,agreement
23902251,arrest_threat,NO,NO,NO,agreement
23902251,sued_no_notice,NO,NO,NO,agreement
23902676,identity_theft,NO,NO,NO,agreement
23902676,insufficient_validation,NO,NO,NO,agreement
23902676,wrong_amount,NO,YES,YES,"Person paid the original creditor directly and says Transworld no longer has a valid debt to collect or report on, a balance that should be zero because it was already paid."
23902676,credit_damage_threat,NO,NO,NO,agreement
23902676,arrest_threat,NO,NO,NO,agreement
23902676,sued_no_notice,NO,NO,NO,agreement
23906063,identity_theft,NO,NO,NO,agreement
23906063,insufficient_validation,NO,NO,NO,agreement
23906063,wrong_amount,NO,NO,NO,agreement
23906063,credit_damage_threat,NO,NO,NO,agreement
23906063,arrest_threat,NO,NO,NO,agreement
23906063,sued_no_notice,NO,NO,NO,agreement
23909415,identity_theft,NO,NO,NO,agreement
23909415,insufficient_validation,NO,NO,NO,agreement
23909415,wrong_amount,NO,NO,NO,agreement
23909415,credit_damage_threat,NO,NO,NO,agreement
23909415,arrest_threat,NO,NO,NO,agreement
23909415,sued_no_notice,YES,YES,YES,agreement
23917815,identity_theft,NO,NO,NO,agreement
23917815,insufficient_validation,NO,YES,YES,"Letter requests debt validation (creditor identity, itemized amount, proof of responsibility and authority) and asks that collection cease until the requested validation is provided."
23917815,wrong_amount,NO,NO,NO,agreement
23917815,credit_damage_threat,NO,NO,NO,agreement
23917815,arrest_threat,NO,NO,NO,agreement
23917815,sued_no_notice,NO,NO,NO,agreement
23918008,identity_theft,NO,NO,NO,agreement
23918008,insufficient_validation,YES,YES,YES,agreement
23918008,wrong_amount,NO,NO,NO,agreement
23918008,credit_damage_threat,NO,NO,NO,agreement
23918008,arrest_threat,NO,NO,NO,agreement
23918008,sued_no_notice,NO,NO,NO,agreement
23918406,identity_theft,NO,NO,NO,agreement
23918406,insufficient_validation,NO,YES,YES,"Formal dispute demanding the signed agreement, complete itemization, and proof of authority, with the account disputed until the requested documentation is provided."
23918406,wrong_amount,NO,NO,NO,agreement
23918406,credit_damage_threat,NO,NO,NO,agreement
23918406,arrest_threat,NO,NO,NO,agreement
23918406,sued_no_notice,NO,NO,NO,agreement
23920803,identity_theft,NO,NO,NO,agreement
23920803,insufficient_validation,NO,NO,NO,agreement
23920803,wrong_amount,NO,NO,NO,agreement
23920803,credit_damage_threat,NO,NO,NO,agreement
23920803,arrest_threat,NO,NO,NO,agreement
23920803,sued_no_notice,NO,NO,NO,agreement
23922066,identity_theft,NO,NO,NO,agreement
23922066,insufficient_validation,NO,YES,YES,"Person states they were never notified the collector took on the debt or that it would be credit-reported, so required notice and information about the debt was not received."
23922066,wrong_amount,NO,NO,NO,agreement
23922066,credit_damage_threat,NO,NO,NO,agreement
23922066,arrest_threat,NO,NO,NO,agreement
23922066,sued_no_notice,NO,NO,NO,agreement
23926520,identity_theft,NO,NO,NO,agreement
23926520,insufficient_validation,YES,YES,YES,agreement
23926520,wrong_amount,YES,YES,YES,agreement
23926520,credit_damage_threat,NO,NO,NO,agreement
23926520,arrest_threat,NO,NO,NO,agreement
23926520,sued_no_notice,NO,NO,NO,agreement
23927087,identity_theft,NO,NO,NO,agreement
23927087,insufficient_validation,NO,NO,NO,agreement
23927087,wrong_amount,YES,YES,YES,agreement
23927087,credit_damage_threat,NO,NO,NO,agreement
23927087,arrest_threat,NO,NO,NO,agreement
23927087,sued_no_notice,NO,NO,NO,agreement
23928612,identity_theft,YES,YES,YES,agreement
23928612,insufficient_validation,NO,NO,NO,agreement
23928612,wrong_amount,NO,NO,NO,agreement
23928612,credit_damage_threat,NO,NO,NO,agreement
23928612,arrest_threat,NO,NO,NO,agreement
23928612,sued_no_notice,YES,YES,YES,agreement
23929675,identity_theft,NO,NO,NO,agreement
23929675,insufficient_validation,YES,YES,YES,agreement
23929675,wrong_amount,NO,NO,NO,agreement
23929675,credit_damage_threat,NO,NO,NO,agreement
23929675,arrest_threat,NO,NO,NO,agreement
23929675,sued_no_notice,NO,NO,NO,agreement
23930429,identity_theft,NO,NO,NO,agreement
23930429,insufficient_validation,NO,NO,NO,agreement
23930429,wrong_amount,YES,YES,YES,agreement
23930429,credit_damage_threat,NO,NO,NO,agreement
23930429,arrest_threat,NO,NO,NO,agreement
23930429,sued_no_notice,NO,NO,NO,agreement
23931324,identity_theft,NO,NO,NO,agreement
23931324,insufficient_validation,YES,YES,YES,agreement
23931324,wrong_amount,YES,YES,YES,agreement
23931324,credit_damage_threat,NO,NO,NO,agreement
23931324,arrest_threat,NO,NO,NO,agreement
23931324,sued_no_notice,NO,NO,NO,agreement
23935113,identity_theft,NO,NO,NO,agreement
23935113,insufficient_validation,NO,NO,NO,agreement
23935113,wrong_amount,NO,NO,NO,agreement
23935113,credit_damage_threat,NO,NO,NO,agreement
23935113,arrest_threat,NO,NO,NO,agreement
23935113,sued_no_notice,NO,NO,NO,agreement
23940087,identity_theft,NO,NO,NO,agreement
23940087,insufficient_validation,NO,NO,NO,agreement
23940087,wrong_amount,YES,YES,YES,agreement
23940087,credit_damage_threat,NO,NO,NO,agreement
23940087,arrest_threat,NO,NO,NO,agreement
23940087,sued_no_notice,NO,NO,NO,agreement
23946671,identity_theft,NO,NO,NO,agreement
23946671,insufficient_validation,YES,YES,YES,agreement
23946671,wrong_amount,NO,NO,NO,agreement
23946671,credit_damage_threat,NO,NO,NO,agreement
23946671,arrest_threat,NO,NO,NO,agreement
23946671,sued_no_notice,NO,NO,NO,agreement
23947963,identity_theft,NO,NO,NO,agreement
23947963,insufficient_validation,UNCLEAR,YES,YES,"Person requested a signed written agreement proving the debt via the Experian dispute and asked for removal if it cannot be provided, indicating the documentation was never furnished."
23947963,wrong_amount,NO,NO,NO,agreement
23947963,credit_damage_threat,NO,NO,NO,agreement
23947963,arrest_threat,NO,NO,NO,agreement
23947963,sued_no_notice,NO,NO,NO,agreement
23952121,identity_theft,YES,YES,YES,agreement
23952121,insufficient_validation,YES,NO,YES,"Person contacted the collector about an unrecognized debt and was hung up on, given the run around, and denied the right to dispute, so no debt information or validation was provided."
23952121,wrong_amount,NO,NO,NO,agreement
23952121,credit_damage_threat,NO,NO,NO,agreement
23952121,arrest_threat,YES,YES,YES,agreement
23952121,sued_no_notice,NO,NO,NO,agreement
23953942,identity_theft,NO,NO,NO,agreement
23953942,insufficient_validation,NO,NO,NO,agreement
23953942,wrong_amount,YES,YES,YES,agreement
23953942,credit_damage_threat,NO,NO,NO,agreement
23953942,arrest_threat,NO,NO,NO,agreement
23953942,sued_no_notice,NO,NO,NO,agreement
23957118,identity_theft,NO,NO,NO,agreement
23957118,insufficient_validation,YES,YES,YES,agreement
23957118,wrong_amount,NO,NO,NO,agreement
23957118,credit_damage_threat,NO,NO,NO,agreement
23957118,arrest_threat,NO,NO,NO,agreement
23957118,sued_no_notice,NO,NO,NO,agreement
23957216,identity_theft,YES,YES,YES,agreement
23957216,insufficient_validation,NO,NO,NO,agreement
23957216,wrong_amount,NO,NO,NO,agreement
23957216,credit_damage_threat,NO,NO,NO,agreement
23957216,arrest_threat,NO,NO,NO,agreement
23957216,sued_no_notice,NO,NO,NO,agreement
23963537,identity_theft,NO,NO,NO,agreement
23963537,insufficient_validation,YES,YES,YES,agreement
23963537,wrong_amount,YES,YES,YES,agreement
23963537,credit_damage_threat,NO,NO,NO,agreement
23963537,arrest_threat,NO,NO,NO,agreement
23963537,sued_no_notice,NO,NO,NO,agreement
23963553,identity_theft,YES,YES,YES,agreement
23963553,insufficient_validation,YES,YES,YES,agreement
23963553,wrong_amount,NO,NO,NO,agreement
23963553,credit_damage_threat,NO,NO,NO,agreement
23963553,arrest_threat,NO,NO,NO,agreement
23963553,sued_no_notice,NO,NO,NO,agreement
23967275,identity_theft,NO,NO,NO,agreement
23967275,insufficient_validation,NO,NO,NO,agreement
23967275,wrong_amount,UNCLEAR,UNCLEAR,UNCLEAR,agreement
23967275,credit_damage_threat,NO,NO,NO,agreement
23967275,arrest_threat,NO,NO,NO,agreement
23967275,sued_no_notice,NO,NO,NO,agreement
23969431,identity_theft,NO,NO,NO,agreement
23969431,insufficient_validation,NO,NO,NO,agreement
23969431,wrong_amount,NO,NO,NO,agreement
23969431,credit_damage_threat,NO,NO,NO,agreement
23969431,arrest_threat,NO,NO,NO,agreement
23969431,sued_no_notice,NO,NO,NO,agreement
23970296,identity_theft,NO,NO,NO,agreement
23970296,insufficient_validation,NO,YES,YES,"Person sent a letter invoking the right to creditor identity, exact amount, the agreement, and proof of authority, with collection to be paused until the information is provided."
23970296,wrong_amount,NO,NO,NO,agreement
23970296,credit_damage_threat,NO,NO,NO,agreement
23970296,arrest_threat,NO,NO,NO,agreement
23970296,sued_no_notice,NO,NO,NO,agreement
23975992,identity_theft,NO,NO,NO,agreement
23975992,insufficient_validation,NO,NO,NO,agreement
23975992,wrong_amount,YES,YES,YES,agreement
23975992,credit_damage_threat,NO,NO,NO,agreement
23975992,arrest_threat,NO,NO,NO,agreement
23975992,sued_no_notice,NO,NO,NO,agreement
23977545,identity_theft,YES,YES,YES,agreement
23977545,insufficient_validation,YES,YES,YES,agreement
23977545,wrong_amount,NO,NO,NO,agreement
23977545,credit_damage_threat,NO,NO,NO,agreement
23977545,arrest_threat,NO,NO,NO,agreement
23977545,sued_no_notice,NO,NO,NO,agreement
23980035,identity_theft,YES,YES,YES,agreement
23980035,insufficient_validation,NO,NO,NO,agreement
23980035,wrong_amount,NO,NO,NO,agreement
23980035,credit_damage_threat,NO,NO,NO,agreement
23980035,arrest_threat,NO,NO,NO,agreement
23980035,sued_no_notice,NO,NO,NO,agreement
23980149,identity_theft,NO,NO,NO,agreement
23980149,insufficient_validation,NO,YES,YES,"Complaint disputes the account and requests documentation demonstrating legal responsibility, with deletion demanded if the account cannot be verified."
23980149,wrong_amount,NO,NO,NO,agreement
23980149,credit_damage_threat,NO,NO,NO,agreement
23980149,arrest_threat,NO,NO,NO,agreement
23980149,sued_no_notice,NO,NO,NO,agreement
23980857,identity_theft,NO,NO,NO,agreement
23980857,insufficient_validation,YES,YES,YES,agreement
23980857,wrong_amount,NO,NO,NO,agreement
23980857,credit_damage_threat,NO,NO,NO,agreement
23980857,arrest_threat,NO,NO,NO,agreement
23980857,sued_no_notice,NO,NO,NO,agreement
23981310,identity_theft,NO,NO,NO,agreement
23981310,insufficient_validation,NO,YES,YES,Formal demand for debt validation listing ten categories of documentation and directing that collection cease until such validation is furnished.
23981310,wrong_amount,NO,NO,NO,agreement
23981310,credit_damage_threat,NO,NO,NO,agreement
23981310,arrest_threat,NO,NO,NO,agreement
23981310,sued_no_notice,NO,NO,NO,agreement
23981401,identity_theft,NO,NO,NO,agreement
23981401,insufficient_validation,NO,NO,NO,agreement
23981401,wrong_amount,NO,NO,NO,agreement
23981401,credit_damage_threat,NO,NO,NO,agreement
23981401,arrest_threat,NO,NO,NO,agreement
23981401,sued_no_notice,NO,NO,NO,agreement
23986256,identity_theft,NO,NO,NO,agreement
23986256,insufficient_validation,YES,YES,YES,agreement
23986256,wrong_amount,NO,NO,NO,agreement
23986256,credit_damage_threat,NO,NO,NO,agreement
23986256,arrest_threat,NO,NO,NO,agreement
23986256,sued_no_notice,NO,NO,NO,agreement
23987832,identity_theft,YES,YES,YES,agreement
23987832,insufficient_validation,YES,YES,YES,agreement
23987832,wrong_amount,NO,NO,NO,agreement
23987832,credit_damage_threat,NO,NO,NO,agreement
23987832,arrest_threat,NO,NO,NO,agreement
23987832,sued_no_notice,NO,NO,NO,agreement
23991829,identity_theft,NO,NO,NO,agreement
23991829,insufficient_validation,YES,YES,YES,agreement
23991829,wrong_amount,NO,NO,NO,agreement
23991829,credit_damage_threat,NO,NO,NO,agreement
23991829,arrest_threat,NO,NO,NO,agreement
23991829,sued_no_notice,NO,NO,NO,agreement
23992726,identity_theft,NO,NO,NO,agreement
23992726,insufficient_validation,NO,NO,NO,agreement
23992726,wrong_amount,YES,YES,YES,agreement
23992726,credit_damage_threat,NO,NO,NO,agreement
23992726,arrest_threat,NO,NO,NO,agreement
23992726,sued_no_notice,NO,NO,NO,agreement
23993378,identity_theft,NO,NO,NO,agreement
23993378,insufficient_validation,NO,NO,NO,agreement
23993378,wrong_amount,YES,YES,YES,agreement
23993378,credit_damage_threat,NO,NO,NO,agreement
23993378,arrest_threat,NO,NO,NO,agreement
23993378,sued_no_notice,NO,NO,NO,agreement
23997754,identity_theft,NO,NO,NO,agreement
23997754,insufficient_validation,YES,YES,YES,agreement
23997754,wrong_amount,NO,NO,NO,agreement
23997754,credit_damage_threat,NO,NO,NO,agreement
23997754,arrest_threat,NO,NO,NO,agreement
23997754,sued_no_notice,NO,NO,NO,agreement
23998736,identity_theft,NO,NO,NO,agreement
23998736,insufficient_validation,YES,YES,YES,agreement
23998736,wrong_amount,NO,NO,NO,agreement
23998736,credit_damage_threat,NO,NO,NO,agreement
23998736,arrest_threat,NO,NO,NO,agreement
23998736,sued_no_notice,NO,NO,NO,agreement
24000236,identity_theft,NO,NO,NO,agreement
24000236,insufficient_validation,YES,YES,YES,agreement
24000236,wrong_amount,NO,NO,NO,agreement
24000236,credit_damage_threat,NO,NO,NO,agreement
24000236,arrest_threat,NO,NO,NO,agreement
24000236,sued_no_notice,NO,NO,NO,agreement
24000267,identity_theft,YES,YES,YES,agreement
24000267,insufficient_validation,NO,YES,YES,"Person disputes the account in its entirety and requests competent evidence establishing legal responsibility, which has not been provided."
24000267,wrong_amount,NO,NO,NO,agreement
24000267,credit_damage_threat,NO,NO,NO,agreement
24000267,arrest_threat,NO,NO,NO,agreement
24000267,sued_no_notice,NO,NO,NO,agreement
24003456,identity_theft,NO,NO,NO,agreement
